"SubnetId","CidrBlock","SubnetName","AvailabilityZone","AvailabilityZoneId","SubnetArn","VpcId"
"subnet-0a3d97459b8524985","10.132.52.176/28","paloalto-mgmt-2b","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0a3d97459b8524985","vpc-00e6dab9f72c07957"
"subnet-0e035d43b56564f02","10.132.51.128/25","PAN-DB Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0e035d43b56564f02","vpc-00e6dab9f72c07957"
"subnet-0c28660073fdc931b","10.132.50.0/24","PAN-Private Subnet 3A","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0c28660073fdc931b","vpc-00e6dab9f72c07957"
"subnet-0ab304698c02e36ca","10.132.48.0/24","PAN-Private Subnet 1A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0ab304698c02e36ca","vpc-00e6dab9f72c07957"
"subnet-0cba89c60cca01e83","10.132.52.144/28","paloalto-untrust-2a","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0cba89c60cca01e83","vpc-00e6dab9f72c07957"
"subnet-08567211c54672c25","10.132.6.0/23","SS-Private Subnet 1A","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-08567211c54672c25","vpc-06af2a9f3b3aafe4d"
"subnet-0f8c46ae5980d9d28","10.132.52.192/28","paloalto-untrust-2b","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0f8c46ae5980d9d28","vpc-00e6dab9f72c07957"
"subnet-01d69207983c6672f","10.132.4.0/23","SS-Public Subnet 3","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-01d69207983c6672f","vpc-06af2a9f3b3aafe4d"
"subnet-0729981f399ef5fee","10.133.49.0/25","Private Subnet 2A","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:406649126167:subnet/subnet-0729981f399ef5fee","vpc-0810c0b5930b80aff"
"subnet-0e0835803e3ad2d85","10.133.49.128/25","Private Subnet 3A","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:406649126167:subnet/subnet-0e0835803e3ad2d85","vpc-0810c0b5930b80aff"
"subnet-0689b8455f31c32b7","10.133.48.0/24","Private Subnet 1A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:406649126167:subnet/subnet-0689b8455f31c32b7","vpc-0810c0b5930b80aff"
"subnet-0dde8c2a7198d8899","10.61.104.0/21","Private Subnet 2A","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:521562510525:subnet/subnet-0dde8c2a7198d8899","vpc-028da273504083fa2"
"subnet-048b8fd14c2a33d17","10.61.96.0/21","Private Subnet 1A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:521562510525:subnet/subnet-048b8fd14c2a33d17","vpc-028da273504083fa2"
"subnet-018de8f82d8706c01","10.61.122.0/23","DB Subnet 2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:521562510525:subnet/subnet-018de8f82d8706c01","vpc-028da273504083fa2"
"subnet-066920845e6887ae5","10.61.120.0/23","DB Subnet 1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:521562510525:subnet/subnet-066920845e6887ae5","vpc-028da273504083fa2"
"subnet-078ddef3182bca345","10.61.112.0/21","Private Subnet 3A","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:521562510525:subnet/subnet-078ddef3182bca345","vpc-028da273504083fa2"
"subnet-0d40bec8bbac3d78e","10.61.124.0/23","DB Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:521562510525:subnet/subnet-0d40bec8bbac3d78e","vpc-028da273504083fa2"
"subnet-085608fc6684ccb00","10.136.8.0/21","Private Subnet 2A","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:204326685116:subnet/subnet-085608fc6684ccb00","vpc-025ca1d4a3e451ee8"
"subnet-080772933887df406","10.136.0.0/21","Private Subnet 1A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:204326685116:subnet/subnet-080772933887df406","vpc-025ca1d4a3e451ee8"
"subnet-0e5895258a2b57949","10.136.24.0/23","DB Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:204326685116:subnet/subnet-0e5895258a2b57949","vpc-025ca1d4a3e451ee8"
"subnet-09fb4d8b4d05db440","10.136.28.0/23","DB Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:204326685116:subnet/subnet-09fb4d8b4d05db440","vpc-025ca1d4a3e451ee8"
"subnet-0dd317af4d829b99e","10.136.16.0/21","Private Subnet 3A","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:204326685116:subnet/subnet-0dd317af4d829b99e","vpc-025ca1d4a3e451ee8"
"subnet-0850a98c367386f8d","10.136.26.0/23","DB Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:204326685116:subnet/subnet-0850a98c367386f8d","vpc-025ca1d4a3e451ee8"
"subnet-0ba30ef7ce93ee502","10.136.58.0/23","DB Subnet 2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:774409177346:subnet/subnet-0ba30ef7ce93ee502","vpc-0e0740439109d393d"
"subnet-08d75409a57c91fad","10.136.56.0/23","DB Subnet 1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:774409177346:subnet/subnet-08d75409a57c91fad","vpc-0e0740439109d393d"
"subnet-009f13b2babefb8e3","10.136.48.0/21","Private Subnet 3A","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:774409177346:subnet/subnet-009f13b2babefb8e3","vpc-0e0740439109d393d"
"subnet-04f4f4fcc304373bc","10.136.40.0/21","Private Subnet 2A","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:774409177346:subnet/subnet-04f4f4fcc304373bc","vpc-0e0740439109d393d"
"subnet-062046571cf8fbe4b","10.136.32.0/21","Private Subnet 1A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:774409177346:subnet/subnet-062046571cf8fbe4b","vpc-0e0740439109d393d"
"subnet-0817e1ed9c27ff6ab","10.136.60.0/23","DB Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:774409177346:subnet/subnet-0817e1ed9c27ff6ab","vpc-0e0740439109d393d"
"subnet-0d6b8cea00d54d426","10.130.48.0/24","Private Subnet 1A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0d6b8cea00d54d426","vpc-02de4f6b4977c7c76"
"subnet-0fa6710afc756ea83","10.130.70.0/24","Private Subnet 7C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0fa6710afc756ea83","vpc-02de4f6b4977c7c76"
"subnet-06f08356625f109c9","10.130.60.0/24","Private Subnet 5B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-06f08356625f109c9","vpc-02de4f6b4977c7c76"
"subnet-04e2c44140abeddde","10.130.53.0/24","Private Subnet 6A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-04e2c44140abeddde","vpc-02de4f6b4977c7c76"
"subnet-058d504527f6be069","10.130.52.0/24","Private Subnet 5A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-058d504527f6be069","vpc-02de4f6b4977c7c76"
"subnet-0d06cec806028fcd5","10.130.67.0/24","Private Subnet 4C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0d06cec806028fcd5","vpc-02de4f6b4977c7c76"
"subnet-091cda29fc749c495","10.130.65.0/24","Private Subnet 2C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-091cda29fc749c495","vpc-02de4f6b4977c7c76"
"subnet-0640c2fbe85364a63","10.130.69.0/24","Private Subnet 6C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0640c2fbe85364a63","vpc-02de4f6b4977c7c76"
"subnet-01a7c64855b317f72","10.130.50.0/24","Private Subnet 3A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-01a7c64855b317f72","vpc-02de4f6b4977c7c76"
"subnet-0aaef818050985c2f","10.130.58.0/24","Private Subnet 3B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0aaef818050985c2f","vpc-02de4f6b4977c7c76"
"subnet-07a093411ffd9057b","10.130.63.0/24","Private Subnet 9B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-07a093411ffd9057b","vpc-02de4f6b4977c7c76"
"subnet-0eb8998d24ebe5f55","10.130.0.0/20","Private Subnet 8A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0eb8998d24ebe5f55","vpc-02de4f6b4977c7c76"
"subnet-0cac1cd626b3e39da","10.130.51.0/24","Private Subnet 4A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0cac1cd626b3e39da","vpc-02de4f6b4977c7c76"
"subnet-019e01d17a16001a6","10.130.16.0/20","Private Subnet 8B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-019e01d17a16001a6","vpc-02de4f6b4977c7c76"
"subnet-06355bc93165d4efb","10.130.71.0/24","Private Subnet 9C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-06355bc93165d4efb","vpc-02de4f6b4977c7c76"
"subnet-0ff417689ee042811","10.130.57.0/24","Private Subnet 2B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0ff417689ee042811","vpc-02de4f6b4977c7c76"
"subnet-045c49e68697f8e0d","10.130.66.0/24","Private Subnet 3C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-045c49e68697f8e0d","vpc-02de4f6b4977c7c76"
"subnet-04b9b106c8842e034","10.130.55.0/24","Private Subnet 9A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-04b9b106c8842e034","vpc-02de4f6b4977c7c76"
"subnet-0a6b894e55cf5f7d8","10.130.61.0/24","Private Subnet 6B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0a6b894e55cf5f7d8","vpc-02de4f6b4977c7c76"
"subnet-0c68f645f6f1e0ce3","10.130.56.0/24","Private Subnet 1B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0c68f645f6f1e0ce3","vpc-02de4f6b4977c7c76"
"subnet-079b6feb5ed5ab512","10.130.54.0/24","Private Subnet 7A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-079b6feb5ed5ab512","vpc-02de4f6b4977c7c76"
"subnet-0bc055ebb12bcb123","10.130.68.0/24","Private Subnet 5C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0bc055ebb12bcb123","vpc-02de4f6b4977c7c76"
"subnet-0eb3ad8a3e0054d33","10.130.59.0/24","Private Subnet 4B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0eb3ad8a3e0054d33","vpc-02de4f6b4977c7c76"
"subnet-0bfeee48ea968b37c","10.130.32.0/20","Private Subnet 8C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-0bfeee48ea968b37c","vpc-02de4f6b4977c7c76"
"subnet-011a482aeaee810e6","10.130.62.0/24","Private Subnet 7B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-011a482aeaee810e6","vpc-02de4f6b4977c7c76"
"subnet-065c29ecf29d9f1c1","10.130.49.0/24","Private Subnet 2A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-065c29ecf29d9f1c1","vpc-02de4f6b4977c7c76"
"subnet-04f387961ee889241","10.130.64.0/24","Private Subnet 1C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:674363897168:subnet/subnet-04f387961ee889241","vpc-02de4f6b4977c7c76"
"subnet-829dceea","172.31.0.0/20",,"us-west-1b","usw1-az3","arn:aws:ec2:us-west-1:864421101527:subnet/subnet-829dceea","vpc-819dcee9"
"subnet-839dceeb","172.31.16.0/20",,"us-west-1c","usw1-az1","arn:aws:ec2:us-west-1:864421101527:subnet/subnet-839dceeb","vpc-819dcee9"
"subnet-0b1f7a058ab5d404c","10.169.8.0/24","Redshift_Public_Subnet_8A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-0b1f7a058ab5d404c","vpc-04b1cf6f"
"subnet-04f4a98caafd32a81","10.169.71.0/24","Redshift_Public_Subnet_8B","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-04f4a98caafd32a81","vpc-04b1cf6f"
"subnet-0def79c1a7bbac5a9","10.169.9.0/24","Redshift_PrivateSubnet_9A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-0def79c1a7bbac5a9","vpc-04b1cf6f"
"subnet-0351572eb70487f7e","10.169.136.0/24","Redshift_PrivateSubnet_9C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-0351572eb70487f7e","vpc-04b1cf6f"
"subnet-e359cc86","10.169.6.0/24","Redshift_Public_Subnet_6A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-e359cc86","vpc-04b1cf6f"
"subnet-841e2bdf","172.16.0.0/24",,"us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-841e2bdf","vpc-53a78335"
"subnet-157fe870","10.169.7.0/24","Redshift_Public_Subnet_7A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-157fe870","vpc-04b1cf6f"
"subnet-af3adaca","10.169.5.0/24","Redshift_Public_Subnet_5A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-af3adaca","vpc-04b1cf6f"
"subnet-0ef76272be9c5f1ad","10.169.72.0/24","Redshift_PrivateSubnet_9B","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-0ef76272be9c5f1ad","vpc-04b1cf6f"
"subnet-6baed000","10.169.4.0/24","Redshift_Public_Subnet_4A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-6baed000","vpc-04b1cf6f"
"subnet-c6038a8e","172.16.1.0/24",,"us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-c6038a8e","vpc-53a78335"
"subnet-dcb1cfb7","10.169.1.0/24","Redshift_Public_Subnet_1A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-dcb1cfb7","vpc-04b1cf6f"
"subnet-82b1cfe9","10.169.3.0/24","Redshift_Public_Subnet_3A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-82b1cfe9","vpc-04b1cf6f"
"subnet-0bb6543f080491b0b","10.169.135.0/24","Redshift_Public_Subnet_8C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-0bb6543f080491b0b","vpc-04b1cf6f"
"subnet-a4b1cfcf","10.169.2.0/24","Redshift_Public_Subnet_2A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:864421101527:subnet/subnet-a4b1cfcf","vpc-04b1cf6f"
"subnet-938a19c8","10.58.1.0/24","test1","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-938a19c8","vpc-ada314ca"
"subnet-2df86b76","10.57.0.0/24","PaloAlto-Trans-MGT-AZ1","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-2df86b76","vpc-fabf089d"
"subnet-4a75332d","10.57.11.0/24","PaloAlto-Trans-Untrust-AZ2","us-west-1b","usw1-az1","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-4a75332d","vpc-fabf089d"
"subnet-14e68173","10.60.21.0/24","GBOS-POC-PRIV-WEB-AZ1b","us-west-1b","usw1-az1","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-14e68173","vpc-0da73f69"
"subnet-1288c54a","10.60.110.0/24","vRA-Sandbox-WebAZ1a","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-1288c54a","vpc-0da73f69"
"subnet-6633ba3d","10.60.254.0/24","CiscoFTD-MGMT-AZ1a","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-6633ba3d","vpc-0da73f69"
"subnet-3920165d","10.60.124.0/24","vRA-Sandbox-AppAZ1b","us-west-1b","usw1-az1","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-3920165d","vpc-0da73f69"
"subnet-95ee66ce","10.60.252.0/24","CiscoFTD-TransitOutside-AZ1a","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-95ee66ce","vpc-0da73f69"
"subnet-07f96a5c","10.57.1.0/24","PaloAlto-Trans-Untrust-AZ1","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-07f96a5c","vpc-fabf089d"
"subnet-60733507","10.57.10.0/24","PaloAlto-Trans-MGT-AZ2","us-west-1b","usw1-az1","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-60733507","vpc-fabf089d"
"subnet-d82513bc","10.60.128.0/24","vRA-Sandbox-DBAZ1b","us-west-1b","usw1-az1","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-d82513bc","vpc-0da73f69"
"subnet-7ad56421","10.60.10.0/24","GBOS-POC-PUB-LB-AZ1a","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-7ad56421","vpc-0da73f69"
"subnet-05ec37c62bf40f957","10.60.8.0/24","vRA-Sandbox-Glue","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-05ec37c62bf40f957","vpc-0da73f69"
"subnet-b3d061e8","10.60.20.0/24","GBOS-POC-PRIV-WEB-AZ1a","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-b3d061e8","vpc-0da73f69"
"subnet-e985c8b1","10.60.114.0/24","vRA-Sandbox-AppAZ1a","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-e985c8b1","vpc-0da73f69"
"subnet-1188c549","10.60.118.0/24","vRA-Sandbox-DBAZ1a","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-1188c549","vpc-0da73f69"
"subnet-a4fc6fff","10.58.0.0/24","PaloAlto-Sub1-Web","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-a4fc6fff","vpc-ada314ca"
"subnet-a535bcfe","10.60.253.0/24","CiscoFTD-TransitInside-AZ1a","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-a535bcfe","vpc-0da73f69"
"subnet-8d98ffea","10.60.11.0/24","GBOS-POC-PUB-LB-AZ1b","us-west-1b","usw1-az1","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-8d98ffea","vpc-0da73f69"
"subnet-1536a54e","10.60.50.0/24","PaloAlto-Test-SB","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-1536a54e","vpc-0da73f69"
"subnet-2686157d","10.59.0.0/24","PaloAlto-Web","us-west-1a","usw1-az3","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-2686157d","vpc-33a61154"
"subnet-65201601","10.60.120.0/24","vRA-Sandbox-WebAZ1b","us-west-1b","usw1-az1","arn:aws:ec2:us-west-1:782171659116:subnet/subnet-65201601","vpc-0da73f69"
"subnet-a45084ff","172.31.0.0/20",,"us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:782171659116:subnet/subnet-a45084ff","vpc-4be3fd2c"
"subnet-fa86dad2","172.31.48.0/20",,"us-west-2d","usw2-az4","arn:aws:ec2:us-west-2:782171659116:subnet/subnet-fa86dad2","vpc-4be3fd2c"
"subnet-be76bdc7","10.57.0.96/27","transitVpcMgmtAz2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:782171659116:subnet/subnet-be76bdc7","vpc-bb4cd4c2"
"subnet-852a00e2","172.31.16.0/20",,"us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:782171659116:subnet/subnet-852a00e2","vpc-4be3fd2c"
"subnet-13ce8c5a","172.31.32.0/20",,"us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:782171659116:subnet/subnet-13ce8c5a","vpc-4be3fd2c"
"subnet-01dace65","10.199.254.0/25","Private subnet 1A prod-berkshire","us-west-1a","usw1-az1","arn:aws:ec2:us-west-1:890056794672:subnet/subnet-01dace65","vpc-6f9ded0b"
"subnet-40d8cc24","10.199.254.128/25","Public subnet 1A prod-berkshire","us-west-1a","usw1-az1","arn:aws:ec2:us-west-1:890056794672:subnet/subnet-40d8cc24","vpc-6f9ded0b"
"subnet-6437163c","10.199.255.128/25","Public subnet 1B prod-berkshire","us-west-1c","usw1-az3","arn:aws:ec2:us-west-1:890056794672:subnet/subnet-6437163c","vpc-6f9ded0b"
"subnet-0336175b","10.199.255.0/25","Private subnet 1B prod-berkshire","us-west-1c","usw1-az3","arn:aws:ec2:us-west-1:890056794672:subnet/subnet-0336175b","vpc-6f9ded0b"
"subnet-013b4efeaf09f6908","10.63.64.0/24","Private Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:647241719911:subnet/subnet-013b4efeaf09f6908","vpc-009e4363369d87c39"
"subnet-0f0c16281999999d8","10.63.244.0/24","pa-is-very-good-LambdaSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:647241719911:subnet/subnet-0f0c16281999999d8","vpc-009e4363369d87c39"
"subnet-039b40705bae9d277","10.63.1.0/24","Private Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:647241719911:subnet/subnet-039b40705bae9d277","vpc-009e4363369d87c39"
"subnet-088adf4f10d0ea9f0","10.63.228.0/24","pa-is-very-good-LambdaSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:647241719911:subnet/subnet-088adf4f10d0ea9f0","vpc-009e4363369d87c39"
"subnet-07ccf3c4f026c285d","10.132.64.192/28","paloaltonw-PROD-TGW-PA-FW-83fcc-NATGWSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-07ccf3c4f026c285d","vpc-0da19e149bec7f1ad"
"subnet-0d085452ed2c1aa67","10.132.65.64/28","paloaltonw-PROD-TGW-PA-FW-83fcc-AttSubnetAz3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-0d085452ed2c1aa67","vpc-0da19e149bec7f1ad"
"subnet-0736b5336f08fd90e","10.132.64.128/26","paloaltonw-PROD-TGW-PA-FW-83fcc-FirewallSubnetAz3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-0736b5336f08fd90e","vpc-0da19e149bec7f1ad"
"subnet-0f9fe78954e8e3674","10.132.65.48/28","paloaltonw-PROD-TGW-PA-FW-83fcc-GWLBESubnetAz3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-0f9fe78954e8e3674","vpc-0da19e149bec7f1ad"
"subnet-006785abfa972bf16","10.132.65.0/28","paloaltonw-PROD-TGW-PA-FW-83fcc-GWLBESubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-006785abfa972bf16","vpc-0da19e149bec7f1ad"
"subnet-00dff321113ecea9a","10.132.64.64/26","paloaltonw-PROD-TGW-PA-FW-83fcc-FirewallSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-00dff321113ecea9a","vpc-0da19e149bec7f1ad"
"subnet-021e686f8b7407384","10.132.64.0/26","paloaltonw-PROD-TGW-PA-FW-83fcc-FirewallSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-021e686f8b7407384","vpc-0da19e149bec7f1ad"
"subnet-0aee06dcb88648bae","10.132.65.16/28","paloaltonw-PROD-TGW-PA-FW-83fcc-AttSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-0aee06dcb88648bae","vpc-0da19e149bec7f1ad"
"subnet-029f7f3249fbfdf82","10.132.64.240/28","paloaltonw-PROD-TGW-PA-FW-83fcc-NATGWSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-029f7f3249fbfdf82","vpc-0da19e149bec7f1ad"
"subnet-016bd5e373693402a","10.132.65.32/28","paloaltonw-PROD-TGW-PA-FW-83fcc-NATGWSubnetAz3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-016bd5e373693402a","vpc-0da19e149bec7f1ad"
"subnet-065731a597a404f24","10.132.64.224/28","paloaltonw-PROD-TGW-PA-FW-83fcc-AttSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-065731a597a404f24","vpc-0da19e149bec7f1ad"
"subnet-04f19297060eb4abd","10.132.64.208/28","paloaltonw-PROD-TGW-PA-FW-83fcc-GWLBESubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:536368967722:subnet/subnet-04f19297060eb4abd","vpc-0da19e149bec7f1ad"
